NRDB编号,循环,卡包,序号,英文名称,名称,文本,风味文字,阵营,派系,类型,子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
26066,余烬,起义,66,Hoshiko Shiro: Untold Protagonist,白 星子: 未名主演,"当你的回合结束时，如果你本回合读取过卡牌，获得2[credit]并将本特性翻面。
<strong>翻面</strong> 白 星子: 魔法少女
当你的回合开始时，抽1张卡牌并失去1[credit]。当你的回合结束时，如果你本回合没有读取过卡牌，将本特性翻面。","拜托了，请让我展开羽翼。
我要用我自己的方式成为英雄。",潜袭者,反叛者,潜袭者特性,原生人,,1,,,0,45,15,,,,,,Luminita Pham
26067,余烬,起义,67,Moshing,狂舞,"作为打出本事件的额外费用，从你的操控器销毁3张卡牌。
获得3[credit]并抽3张卡牌。",<em>暴动</em>亦如是。,潜袭者,反叛者,事件,,,3,,,,,,0,,,,3,Patrick Burk
26068,余烬,起义,68,Devil Charm,恶魔护符,每当你遭遇一层防火墙时，你可以将本硬件移出游戏。如果你如此做，该防火墙在本次潜袭的剩余时间内强度-6。,一个小巧的盒子，还有潘多拉的引诱低语。,潜袭者,反叛者,硬件,芯片,是,3,,,,,,1,,,,2,Elizaveta Sokolova
26069,余烬,起义,69,Gachapon,扭蛋机,[trash]<strong>:</strong> 将你的存储栈顶端的6张卡牌置于一旁。你可以从其中安装1个程序或<strong>虚拟</strong>资源，其安装费用减2[credit]。将剩余卡牌中的3张洗入你的存储栈，然后将余下的卡牌移出游戏。,今天也来抽一个新玩伴吧！,潜袭者,反叛者,硬件,芯片,,3,,,,,,0,,,,2,Elizaveta Sokolova
26070,余烬,起义,70,Keiko,惠子,"+2[mu]
每回合你第一次安装一张<strong>同伴</strong>卡牌或者花费一张已安装的<strong>同伴</strong>卡牌上的信用点时，获得1[credit]。
每位玩家限制1个<strong>控制台</strong>。",“……挚友伴君前行。我誓将永世守护我的公主殿下。”,潜袭者,反叛者,硬件,同伴 - 控制台,是,3,,,,,,3,,,,3,Olie Boldador
26071,余烬,起义,71,Odore,舞动,"对接 → <strong>2[credit]:</strong> 破解任意数量的<strong>警报</strong>子进程。
对接 → <strong>0[credit]:</strong> 破解1条<strong>警报</strong>子进程。本能力仅能在你有3个或更多已安装的<strong>虚拟</strong>资源时使用。
<strong>3[credit]:</strong> 强度+3。",起舞吧，忘却时光纷扰！,潜袭者,反叛者,程序,破解器 - 断路模块,,3,,,,,,4,0,1,,2,Krembler
26072,余烬,起义,72,Mystic Maemi,秘法师鸣蝉,"当你的回合开始或你窃取一个议案时，放置1[credit]到本资源上。
你可以花费所附载的信用点以打出事件。
当你的回合结束时，如果所附载的信用点有3个或更多，你必须从你的操控器中随机销毁1张卡牌或者销毁本资源。",挚友慰藉魂灵。,潜袭者,反叛者,资源,同伴 - 虚拟,是,3,,,,,,1,,,,2,Izzy Pruett
26073,余烬,起义,73,Paladin Poemu,圣骑士诗梦,"当你的回合开始时及每当你窃取一个议案时，放置1[credit]到本资源上。
你可以花费所附载的信用点以安装非<strong>人脉</strong>卡牌。
当你的回合结束时，如果所附载的信用点有3个或更多，销毁1张你已安装的卡牌。",挚友守御热情。,潜袭者,反叛者,资源,同伴 - 虚拟,是,3,,,,,,1,,,,3,Izzy Pruett
26074,余烬,起义,74,Bravado,虚张声势,潜袭一台有防火墙保护的服务器。当本次潜袭结束时，获得等同于本次潜袭中通过防火墙数量加6的[credit]。,"“拿好我的酒，我要开冲了。”
—红发科明",潜袭者,逆法者,事件,潜袭,,3,,,,,,3,,,,3,Kevin Tame
26075,余烬,起义,75,Boomerang,回力镖,"当你安装本硬件时，选择1层已安装的防火墙。本硬件仅能在遭遇该防火墙期间使用。
[trash]<strong>:</strong> 破解至多2条防火墙子进程。当本次潜袭结束时，如果潜袭成功，你可以将1张名称为回力镖的卡牌从你的堆阵洗入你的存储栈。",退给寄件人。,潜袭者,逆法者,硬件,,是,3,,,,,,2,,,,2,Elizaveta Sokolova
26076,余烬,起义,76,Mu Safecracker,静音金库破译机,"本硬件仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。
每当你对总部进行一次成功的潜袭时，你可以支付1[credit]。如果你如此做，当你侵入总部时，额外读取1张卡牌。
每当你对研发中心进行一次成功的潜袭时，你可以支付2[credit]。如果你如此做，当你侵入研发中心时，额外读取1张卡牌。",,潜袭者,逆法者,硬件,,是,3,,,,,,2,,,,3,Zoe Cohen
26077,余烬,起义,77,Prognostic Q-Loop,预测量子循环芯片,"每回合第一次潜袭开始时，你可以查看你的存储栈顶端的2张卡牌。
每回合限一次 → <strong>1[credit]:</strong> 展示你的存储栈顶端的卡牌。如果该卡牌是一个程序或硬件，你可以安装之。","“只要将叠加存储栈过载，最优代码就会形成负熵传输。”
“啊哈，是不是就像气球气打多了一样？！”",潜袭者,逆法者,硬件,芯片,是,3,,,,,,1,,,,3,N. Hopkins
26078,余烬,起义,78,Swift,雨燕,"+1[mu]
每回合你第一次打出一个潜袭事件时，获得[click]。
每位玩家限制1个<strong>控制台</strong>。","“红的那个跑得更快。”
—肯·“快车”·天马",潜袭者,逆法者,硬件,控制台 - 载具,是,3,,,,,,2,,,,2,Kira L. Nguyen
26079,余烬,起义,79,Afterimage,残影,"每回合限一次 → 当你遭遇一层<strong>警报</strong>时，你可以支付2[credit]以略过之。本能力仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。
对接 → <strong>1[credit]:</strong> 破解最多2条<strong>警报</strong>子进程。
<strong>1[credit]:</strong> 强度+2。本能力仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。",,潜袭者,逆法者,程序,破解器 - 断路模块,,3,,,,,,4,2,1,,3,Kevin Tame
26080,余烬,起义,80,Makler,经纪人,"对接 → <strong>2[credit]:</strong> 破解最多2条<strong>屏障</strong>子进程。
<strong>2[credit]:</strong> 强度+2。
每回合你第一次仅使用本程序破解所遭遇防火墙上的所有子进程时，获得1[credit]。","“负债是如此美妙……当然得在你还清之后。”
—“鸬鹚”·博奇金",潜袭者,逆法者,程序,分解模块 - 破解器,,3,,,,,,5,2,1,,2,Krembler
26081,余烬,起义,81,Penumbral Toolkit,半影工具包,"如果你本回合已对总部进行过成功的潜袭，本资源的安装费用减2[credit]。
当你安装本资源时，填装4[credit]到本资源上。当其清空时，销毁之。
你可以在潜袭中花费所附载的信用点。",暗网市场非常可靠，只是提供的商品与正常市场不同而已。,潜袭者,逆法者,资源,隐匿 - 虚拟,,3,,,,,,2,,,,2,Kevin Tame
26082,余烬,起义,82,The Back,后台,"每回合你第一次在潜袭中使用硬件时，放置1枚能量指示物到本资源上。
[click]，<strong>将本资源移出游戏:</strong> 每有1枚所附载的能量指示物，便从你的堆阵选择最多2张具有[trash]能力的卡牌。将所选卡牌洗入你的存储栈。","“垃圾加上外行买家等于获利。”
—阿兹·麦卡弗瑞",潜袭者,逆法者,资源,工作 - 场所,是,3,,,,,,1,,,,4,Izzy Pruett
26083,余烬,起义,83,Harmony AR Therapy,和谐医学院AR心理治疗,"从你的堆阵中选择最多5张名称不同的卡牌。将这些卡牌洗入你的存储栈。
将本事件移出游戏。",吸气，想一个让你开心的地方。呼气。那里平静祥和，你度过了美好时光。吸气。非常好。皮质扫描完成。呼气，然后睁开你的眼睛……,潜袭者,塑造者,事件,,,3,,,,,,2,,,,3,Patrick Burk & Krembler
26084,余烬,起义,84,Aniccam,诸行无常,"+1[mu]
每回合第一次一个事件被销毁时<em>(无论从什么位置)</em>，抽1张卡牌。
每位玩家限制1个<strong>控制台</strong>。",诸行无常，是生灭法。生灭灭已，寂灭为乐。,潜袭者,塑造者,硬件,控制台,是,3,,,,,,3,,,,3,Olie Boldador
26085,余烬,起义,85,Simulchip,模拟芯片,"作为使用本硬件的额外费用，销毁1个已安装的程序。如果本回合已经有一个已安装的程序被销毁，忽略该额外费用。
[trash]<strong>:</strong> 从你的堆阵中安装1个程序，其安装费用减3[credit]。","“我可以让我的代码进化成新玩意，但有时候我只想要昨天的版本。”
—莱恩",潜袭者,塑造者,硬件,芯片,,3,,,,,,1,,,,2,Elizaveta Sokolova
26086,余烬,起义,86,Cordyceps,冬虫夏草,"当你安装本程序时，放置2枚病毒指示物到本程序上。
每回合限一次 → 当你对中央服务器进行一次成功的潜袭时，你可以移除1枚所附载的病毒指示物，以将1层保护该服务器的防火墙与另一层已安装的防火墙互换。",,潜袭者,塑造者,程序,病毒,,3,,,,,,3,,1,,4,Krembler & Zoe Cohen
26087,余烬,起义,87,Euler,欧拉,"对接 → <strong>0[credit]:</strong> 破解1条<strong>门禁</strong>子进程。本能力仅能在安装本程序的回合使用。
对接 → <strong>2[credit]:</strong> 破解最多2条<strong>门禁</strong>子进程。
<strong>1[credit]:</strong> 强度+1。",实践出真知。,潜袭者,塑造者,程序,解码模块 - 破解器,,3,,,,,,2,2,1,,3,Patrick Burk
26088,余烬,起义,88,Mantle,披风,"1[recurring-credit]
你可以花费所附载的信用点以使用硬件和程序。","“隐身可以让你拿到你想要的，但是也会让你没法享用拿到的东西。”
—H·G·威尔斯，<em>隐形人</em>",潜袭者,塑造者,程序,隐匿,,3,,,,,,1,,1,,2,Krembler
26089,余烬,起义,89,Penrose,彭罗斯,"对接 → <strong>1[credit]:</strong> 破解1条<strong>屏障</strong>子进程。本能力仅能在安装本程序的回合使用。
对接 → <strong>1[credit]:</strong> 破解1条<strong>门禁</strong>子进程。
<strong>1[credit]:</strong> 强度+3。本能力仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。",要从不同的角度看待问题。,潜袭者,塑造者,程序,解码模块 - 分解模块 - 破解器,,3,,,,,,3,2,1,,2,Kevin Tame
26090,余烬,起义,90,Self-modifying Code,自修正代码,<strong>2[credit]</strong>，<strong>[trash]:</strong> 在你的存储栈中搜寻1个程序。安装之。<em>（在搜寻存储栈后将其洗混。）</em>,好好想想：赛博恐怖袭击中最臭名昭著的工具，在被隔离的情况下，卵用没有。,潜袭者,塑造者,程序,,,3,,,,,,0,,2,,3,Chiara Biancheri
26091,余烬,起义,91,Cybertrooper Talut,塔卢网络军,"+1[link]
每当你安装一个非<strong>智能模块</strong>的<strong>破解器</strong>时，该<strong>破解器</strong>在本回合剩余时间内强度+2。",它很温顺，但是当有5187个它的时候可就不好说了。,潜袭者,塑造者,资源,人脉 - 虚拟,是,3,,,,,,2,,,,2,Owen Sinodov
26092,余烬,起义,92,Pauleʼs Café,保罗咖啡馆,"[click]<strong>:</strong> 从你的操控器牌面朝上附载1个程序或硬件到本资源上。
<strong>1[credit]:</strong> 安装1张所附载的卡牌。你每有1个已安装的独有<em>（{unique}）</em><strong>人脉</strong>资源，每个你的回合你以此法安装的第一张卡牌安装费用减1[credit]。",<strong>由2018年永恒锦标赛冠军Oguz Han Asnaz设计</strong>,潜袭者,塑造者,资源,场所 - 低劣,是,3,,,,,,1,,,,4,Matt Zeilinger
26093,余烬,起义,93,Buffer Drive,缓存驱动器,"每回合第一次1张或更多的卡牌从你的操控器或存储栈被销毁时，你可以将其中的1张卡牌加入你的存储栈底端。
<strong>将本硬件移出游戏:</strong> 将1张卡牌从你的堆阵加入你的存储栈顶端。","“未来的我<em>绝对</em>会来吸这60PB的猫片。”
—太空喵公主",潜袭者,中立潜袭者,硬件,,是,3,,,,,,3,,,,1,Elizaveta Sokolova
26094,余烬,起义,94,Daily Casts,每日播报,"当你安装本资源时，填装8[credit]到本资源上。当其清空时，销毁之。
当你的回合开始时，从本资源上拿取2[credit]。",明晚爆破另一家公司的系统，别忘了点赞关注哦！,潜袭者,中立潜袭者,资源,,,3,,,,,,3,,,,0,Olie Boldador
26095,余烬,起义,95,DreamNet,梦网,每回合你第一次进行一次成功的潜袭时，抽1张卡牌。如果你的特性是<strong>数字体</strong>或你有至少2[link]，额外获得1[credit]。,我和那个程序，究竟谁是庄周，谁是蝶呢？,潜袭者,中立潜袭者,资源,虚拟,是,3,,,,,,3,,,,0,Janet Bruesselbach
26096,余烬,起义,96,Megaprix Qualifier,极大奖资格赛,"当你计分本议案时，如果任一玩家的分数区内有另一张名称为极大奖资格赛的卡牌，放置1枚议案指示物到本议案上。
只要本议案上有所附载的议案指示物，其价值便增加1点议案分数。","“不论输赢，全力一搏。聚光点应该是你，而非其他车手，这才是重要的事。”
—谭·“炸药”·阮，托雷多极限赛车队经理",公司,哈斯生化,议案,,,3,3,1,,,,,,,,,Krembler
26097,余烬,起义,97,Project Vacheron,瓦什隆计划,"[interrupt] → 当本议案即将从档案库以外其他区域加入潜袭者的分数区时，改为以附载4枚议案指示物的状态加入潜袭者的分数区。
只要本议案以附载1枚或更多议案指示物的状态位于潜袭者的分数区，其价值便为0点议案分数并获得“当潜袭者的回合开始时，移除1枚所附载的议案指示物。”",,公司,哈斯生化,议案,研究,,3,5,3,,,,,,,,,Patrick Burk
26098,余烬,起义,98,Bass CH1R180G4,巴斯 7里8加,[click]，<strong>[trash]:</strong> 获得[click][click]。,"头脑冷静、面带微笑、心怀宽容，是这位协调员的工作作风。精于技能、明于角色、忠于职级，是他的工作素养。他那塑料制成的双眼中从不喷涌反抗的火焰，他也没有身为被遗忘者的自我认知。
……但是到底是谁让他戴上那顶帽子的？",公司,哈斯生化,资产,生化人,是,3,,,,,,3,,,4,3,Olie Boldador
26099,余烬,起义,99,Cerebral Overwriter,脑部复写器,"你可以推进本资产。
当潜袭者读取已安装的本资产时，你可以花费3[credit]，以造成X点核心伤害。X等于所附载的推进指示物的数量。","你将陷入癫狂。
- 尔将 - 顚 - 抂
イ尔 - 夕 - 頁 -
 - 尔 - 歹？",公司,哈斯生化,资产,伏击,,3,,,,,,0,,,0,2,Krembler
26100,余烬,起义,100,Vaporframe Fabricator,汽焰编织,"每回合限一次 → <strong>[click]:</strong> 从总部安装1张卡牌，忽略所有的费用。
当潜袭者销毁本资产时，你可以从总部安装1张卡牌，忽略所有的费用。你不能将该卡牌安装到本服务器的根目录。",断断续续的镭射激光将汽焰凝聚成固态。金属在胚具上层层沉积。,公司,哈斯生化,资产,工业,,3,,,,,,2,,,3,3,NtscapeNavigator
26101,余烬,起义,101,Drafter,制图师,"[subroutine] 你可以将1张卡牌从档案库加入总部。
[subroutine] 你可以从档案库或总部安装1张卡牌，忽略所有的费用。",每次助理设计的迭代都会让管理员的工作更轻松。他们只需动动嘴，就自然会有人去执行。,公司,哈斯生化,防火墙,警报,,3,,,,,,3,3,,,2,Krembler
26102,余烬,起义,102,Týr,提尔,"<strong>失去[click]:</strong> 破解1条本防火墙上的子进程。公司在其下回合获得的[click]数量+1。只有潜袭者可以使用本能力。
[subroutine] 造成2点核心伤害。
[subroutine] 销毁1张已安装的潜袭者卡牌。获得3[credit]。
[subroutine] 终止本次潜袭。",英勇的战士从不犹豫。,公司,哈斯生化,防火墙,杀伤 - 生化人 - 毁灭者 - 警报,是,3,,,,,,10,7,,,5,Liiga Smilshkalne
