ID,序号,英文循环名,中文循环名,英文卡包名,中文卡包名,英文名称,中文名称,英文文本,中文文本,英文风味文字,中文风味文字,英文阵营,中文阵营,英文派系,中文派系,英文类型,中文类型,英文子类型,中文子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
01048,48,Core Set,核心系列,Core Set,核心系列,Sacrificial Construct,,[interrupt] → [trash]<strong>:</strong> Prevent a player from trashing 1 installed program or piece of hardware.,,"The life expectancy of a jacked construct is about that of a mayfly. In other words, short.",一个最好的结构体的预期寿命和蜉蝣差不多。换句话说，很短。,Runner,潜袭者,Shaper,塑造者,Resource,资源,Remote,远程,,3,,,,,,0,,,,1,Matt Zeilinger
01049,49,Core Set,核心系列,Core Set,核心系列,Infiltration,,Gain 2[credit] or expose 1 card.,,"""Bring back any memories, Monica?"" -John ""Animal"" McEvoy",“回想起任何记忆吗，莫妮卡？” —约翰·“野兽”·麦克伊弗,Runner,潜袭者,Neutral Runner,中立潜袭者,Event,事件,,,,3,,,,,,0,,,,0,Imaginary FS Pte Ltd
01050,50,Core Set,核心系列,Core Set,核心系列,Sure Gamble,胜券在握,Gain 9[credit].,获得9[credit]。,Lady Luck took the form of a hifi quantum manipulation ring that she wore on her middle finger.,幸运女士的中指上佩戴了一枚高保真量子制造的操控指环。,Runner,潜袭者,Neutral Runner,中立潜袭者,Event,事件,,,,3,,,,,,5,,,,0,Kate Niemczyk
01051,51,Core Set,核心系列,Core Set,核心系列,Crypsis,,"Interface → <strong>1[credit]:</strong> Break 1 subroutine.
<strong>1[credit]:</strong> +1 strength.
<strong>[click]:</strong> Place 1 virus counter on this program.
Whenever an encounter ends, if you used this program to break a subroutine during that encounter, remove 1 hosted virus counter or trash this program.",,,,Runner,潜袭者,Neutral Runner,中立潜袭者,Program,程序,AI - Icebreaker - Virus,智能模块 - 破解器 - 病毒,,3,,,,,,5,0,1,,0,Mauricio Herrera
01052,52,Core Set,核心系列,Core Set,核心系列,Access to Globalsec,接入全球保卫组,+1[link],+1[link],"He flicked the display population to high, and was surrounded by a circle of floating holos. The ping-back was strong, the clearance level blue-one. Now to find the perfect place for a relay…",他把显示的人口数量点选到高，被一圈悬浮的全息图像环绕。反馈信号很强，许可级别为蓝色一级。现在来找个完美的位置做个中继…,Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Link,中转器,,3,,,,,,1,,,,0,Mike Nesbitt
01053,53,Core Set,核心系列,Core Set,核心系列,Armitage Codebusting,,"Place 12[credit] from the bank on Armitage Codebusting when it is installed. When there are no credits left on Armitage Codebusting, trash it.
[click]: Take 2[credit] from Armitage Codebusting.",,"Drudge work, but it pays the bills.",辛苦的活儿，但能赚到钱付账单。,Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Job,工作,,3,,,,,,1,,,,0,Mauricio Herrera
01054,54,Core Set,核心系列,Core Set,核心系列,Haas-Bioroid: Engineering the Future,哈斯生化: 创建未来,"The first time you install a card each turn, gain 1[credit].",每回合你第一次安装卡牌时，获得1[credit]。,Effective. Reliable. Humane.,高效，可靠，以人为本。,Corp,公司,Haas-Bioroid,哈斯生化,Corp Identity,公司特性,Megacorp,巨型公司,,1,,,,45,15,,,,,,
01055,55,Core Set,核心系列,Core Set,核心系列,Accelerated Beta Test,加速版本测试,"When you score Accelerated Beta Test, you may look at the top 3 cards of R&D. If any of those cards are ice, you may install and rez them, ignoring all costs. Trash the rest of the cards you looked at.",当你用加速版本测试计分时，你可以查看研发中心顶端的三张卡牌。如果其中有任何防火墙，你可以安装并激活它们，忽略所有的费用。销毁余下你所查看的卡牌。,,,Corp,公司,Haas-Bioroid,哈斯生化,Agenda,议案,Research,研究,,3,3,2,,,,,,,,,Rachel Borovic
01056,56,Core Set,核心系列,Core Set,核心系列,Adonis Campaign,,"Put 12[credit] from the bank on Adonis Campaign when rezzed. When there are no credits left on Adonis Campaign, trash it.
Take 3[credit] from Adonis Campaign when your turn begins.",,,,Corp,公司,Haas-Bioroid,哈斯生化,Asset,资产,Advertisement,广告,,3,,,,,,4,,,3,2,Mark Anthony Taduran
01057,57,Core Set,核心系列,Core Set,核心系列,Aggressive Secretary,,"Aggressive Secretary can be advanced.
If you pay 2[credit] when the Runner accesses Aggressive Secretary, trash 1 program for each advancement token on Aggressive Secretary.",,,,Corp,公司,Haas-Bioroid,哈斯生化,Asset,资产,Ambush,伏击,,3,,,,,,0,,,0,2,Julian Totino Tedesco
01058,58,Core Set,核心系列,Core Set,核心系列,Archived Memories,归档的记忆,Add 1 card from Archives to HQ.,将1张卡牌从档案库加入总部。,"""Do you think they…feel it?""",“你认为他们…感觉得到吗？”,Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,,,,3,,,,,,0,,,,2,Gong Studios
01059,59,Core Set,核心系列,Core Set,核心系列,Biotic Labor,生化人劳工,Gain [click][click].,获得[click][click]。,"""Why of course, we have six different Haas-Bioroid models serving in a variety of positions at this branch office alone. We here at Haas-Bioroid aren't going to shy away from practicing what we preach, and we pass the savings from increased efficiency on to our valued customers.""",“毋庸置疑，我们有六种不同的生化人模型专门用于这个分部的各种职位。在这里，我们哈斯生化坚守信念绝不退缩，并将我们从高效中节省下来的资源回报给重要的客户。”,Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,,,,3,,,,,,4,,,,4,Mark Anthony Taduran
01060,60,Core Set,核心系列,Core Set,核心系列,Shipment from MirrorMorph,,Install up to 3 cards from HQ (one at a time and paying all install costs).,,The new heads were in. Their eyes always followed your movements when you unlocked the pressurized container and lifted the lid.,里面是全新的头颅，当你打开高压密封箱并掀起盖子，他们的眼睛始终注视着你的动作。,Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,,,,3,,,,,,1,,,,2,Matt Zeilinger
01061,61,Core Set,核心系列,Core Set,核心系列,Heimdall 1.0,,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] End the run.
[subroutine] End the run.",,"I hear the shift of every bit amid the flow of the datastream. I hear the whispers of my mothers, and their commands are law. The realm beyond is forbidden.",我聆听着数据流中字节的变化，我聆听着母亲们的细语，她们的指令便是律法。至高的国度禁止通行。,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,AP - Barrier - Bioroid,杀伤 - 屏障 - 生化人,,3,,,,,,8,6,,,2,Gong Studios
01062,62,Core Set,核心系列,Core Set,核心系列,Ichi 1.0,,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.
[subroutine] Trace[1]. If successful, do 1 core damage and give the Runner 1 tag.",,"My reputation would precede me, if any could speak of it.",如果有任何可说的，那就是我视名誉重于自身。,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,Bioroid - Destroyer - Sentry - Tracer,生化人 - 毁灭者 - 警报 - 追踪者,,3,,,,,,5,4,,,2,Gong Studios
01063,63,Core Set,核心系列,Core Set,核心系列,Viktor 1.0,,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] End the run.",,My name is Viktor. Nice to meet you. Would you like to play a game?,我叫维克托。很高兴认识你。你想玩一场游戏吗？,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,AP - Bioroid - Code Gate,杀伤 - 生化人 - 门禁,,3,,,,,,3,3,,,2,Anna Ignatieva
01064,64,Core Set,核心系列,Core Set,核心系列,Rototurret,旋转炮塔,"[subroutine] Trash 1 installed program.
[subroutine] End the run.","[subroutine] 销毁1个已安装的程序。
[subroutine] 终止本次潜袭。",Whrrrrr!,呜！！！,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,Destroyer - Sentry,毁灭者 - 警报,,3,,,,,,4,0,,,1,Ed Mattinian
01065,65,Core Set,核心系列,Core Set,核心系列,Corporate Troubleshooter,团队清道夫,"<strong>X</strong>[credit], [trash]<strong>:</strong> Choose 1 rezzed piece of ice protecting this server. That ice gets +X strength for the remainder of the turn.",<strong>X</strong>[credit]，[trash]<strong>:</strong> 选择1层已激活的保护本服务器的防火墙。该防火墙在本回合剩余时间内强度+X。,"""I solve problems.""",“我负责解决问题。”,Corp,公司,Haas-Bioroid,哈斯生化,Upgrade,升级,,,,3,,,,,,0,,,2,1,Ed Mattinian
01066,66,Core Set,核心系列,Core Set,核心系列,Experiential Data,实验性数据,All ice protecting this server has +1 strength.,保护本服务器的所有防火墙的强度+1。,"Floyd felt the anger in the man before him, ranting against simulants. His programming pushed a routine rebuttal to the front of his thoughts, and the urge to speak it was overwhelming. This is only going to make things worse, he thought.",弗洛伊德感受到面前男人的愤怒，正对着仿生体咆哮。他的程序将一条通用的辩驳指令送进他的思想，开口说出的欲望变得非常强烈。他想到，这只会让事情越变越糟。,Corp,公司,Haas-Bioroid,哈斯生化,Upgrade,升级,,,,3,,,,,,2,,,2,1,Mauricio Herrera
01067,67,Core Set,核心系列,Core Set,核心系列,Jinteki: Personal Evolution,人间会社: 自我进化,"Whenever an agenda is scored or stolen, do 1 net damage.",每当一个议案被计分或窃取时，造成1点网域伤害。,When You Need the Human Touch.,当您需要人间关怀。,Corp,公司,Jinteki,人间会社,Corp Identity,公司特性,Megacorp,巨型公司,,1,,,,45,15,,,,,,
01068,68,Core Set,核心系列,Core Set,核心系列,Nisei MK II,次代II型,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> End the run.","当你将本议案计分时，放置1枚议案指示物到本议案上。
<strong>所附载的议案指示物:</strong> 终止本次潜袭。",,,Corp,公司,Jinteki,人间会社,Agenda,议案,Initiative,原创,,3,4,2,,,,,,,,,Alexandra Douglass
01069,69,Core Set,核心系列,Core Set,核心系列,Project Junebug,,"Project Junebug can be advanced.
If you pay 1[credit] when the Runner accesses Project Junebug, do 2 net damage for each advancement token on Project Junebug.",,,,Corp,公司,Jinteki,人间会社,Asset,资产,Ambush - Research,伏击 - 研究,,3,,,,,,0,,,0,1,Drew Whitmore
01070,70,Core Set,核心系列,Core Set,核心系列,Snare!,圈套！,"While the Runner is accessing this asset in R&D, they must reveal it.
When the Runner accesses this asset anywhere except in Archives, you may pay 4[credit]. If you do, give the Runner 1 tag and do 3 net damage.","在潜袭者从研发中心读取本资产的期间，其必须展示之。
当潜袭者从档案库以外其他区域读取本资产时，你可以支付4[credit]。如果你如此做，给予潜袭者1枚锁定标记并造成3点网域伤害。",,,Corp,公司,Jinteki,人间会社,Asset,资产,Ambush,伏击,,3,,,,,,0,,,0,2,Alice Duke
01071,71,Core Set,核心系列,Core Set,核心系列,Zaibatsu Loyalty,财阀们的忠诚,"[interrupt] → When a card would be exposed, you may rez this asset.
[interrupt] → <strong>1[credit]</strong> or <strong>[trash]:</strong> Prevent 1 card from being exposed.","如果潜袭者将要揭示一张卡牌，你可以激活财阀们的忠诚。
1[credit]或[trash]: 防止一张卡牌被揭示。",,,Corp,公司,Jinteki,人间会社,Asset,资产,,,,3,,,,,,0,,,4,1,Mike Nesbitt
01072,72,Core Set,核心系列,Core Set,核心系列,Neural EMP,,"Play only if the Runner made a run during their last turn.
Do 1 net damage.",,The trick isn't hitting the person you were aiming at. It's hitting <strong>only</strong> the person you were aiming at.,技巧不在于打中你瞄准的那一个，而是只打中你瞄准的那一个。,Corp,公司,Jinteki,人间会社,Operation,事务,Gray Ops,灰色行动,,3,,,,,,2,,,,2,Christina Davis
01073,73,Core Set,核心系列,Core Set,核心系列,Precognition,预知,Look at the top 5 cards of R&D and arrange them in any order.,查看研发中心顶端的五张卡牌，并按任意顺序排列它们。,"There was a new texture in her phantom cortex. It had always been there, she realized. It was everything and nothing.",她的幻象皮层上有一种新的纹理。她意识到它一直在那里，既是一切，又是虚无。,Corp,公司,Jinteki,人间会社,Operation,事务,,,,3,,,,,,0,,,,3,Alexandra Douglass
01074,74,Core Set,核心系列,Core Set,核心系列,Cell Portal,信元传送门,[subroutine] The Runner moves to the outermost position of the attacked server. They may jack out. Derez this ice.,[subroutine] 潜袭者接驳到保护被攻击服务器的最外层防火墙。关闭信元传送门。,"""Where does it go?""",“它通向哪里？”,Corp,公司,Jinteki,人间会社,Ice,防火墙,Code Gate - Deflector,门禁 - 偏导器,,3,,,,,,5,7,,,2,Adam Schumpert
01075,75,Core Set,核心系列,Core Set,核心系列,Chum,诱饵,"[subroutine] The next piece of ice the Runner encounters during this run gets +2 strength. When that encounter ends, if the Runner did not fully break that ice, do 3 net damage.",[subroutine] 在本次潜袭中，潜袭者遭遇的下一层防火墙的强度+2。除非潜袭者破解该防火墙上的所有子进程，否则造成3点网域伤害。,"""You ever get that feeling like you're shark food? Pay attention to that feeling."" -Ji ""Noise"" Reilly",“你可曾有过自己是大鲨鱼口中餐食的感觉？要小心这种感觉。” —吉·“噪音”·雷利,Corp,公司,Jinteki,人间会社,Ice,防火墙,Code Gate,门禁,,3,,,,,,1,4,,,1,Ed Mattinian
01076,76,Core Set,核心系列,Core Set,核心系列,Data Mine,数据暗雷,[subroutine] Do 1 net damage. Trash Data Mine.,[subroutine] 造成1点网域伤害。销毁数据暗雷。,Access HarmlessFile.datZ -> Are you sure? y/n,读取“无害文档.datZ” -> 你确定吗？是/否,Corp,公司,Jinteki,人间会社,Ice,防火墙,AP - Trap,杀伤 - 陷阱,,3,,,,,,0,2,,,2,Andrew Mar
01077,77,Core Set,核心系列,Core Set,核心系列,Neural Katana,,[subroutine] Do 3 net damage.,,"Forged by Ak.wa on 23.11.79-23. Filed 23.11.79-23.2 with #34k-lw3-21HH-4i.
//Samurai included.",渡·秋在23.11.79-23锻造。使用#34k-lw3-21HH-4i在23.11.79-23.2存档。//包含武士。,Corp,公司,Jinteki,人间会社,Ice,防火墙,AP - Sentry,杀伤 - 警报,,3,,,,,,4,3,,,2,Isuardi Therianto
